,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
2584,0.0,31000000.0,6488,tt0099052,en,arachnophobia,"a large spider from the jungles of south america is accidentally transported in a crate with a dead body to america where it mates with a local spider. soon after, the residents of a small california town disappear as the result of spider bites from the deadly spider offspring. it's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",5.418428,1990-08-09,53208180,103.0,Released,6.2,445.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.4154103461831557,False,2759.0,amblin entertainment,hollywood pictures,2,0.7163929032258064
2586,0.0,170000000.0,8487,tt0120891,en,wild wild west,legless southern inventor dr. arliss loveless plans to rekindle the civil war by assassinating president u.s. grant. only two men can stop him: gunfighter james west and master-of-disguise and inventor artemus gordon. the two must team up to thwart loveless' plans.,8.62,1999-06-29,222104681,106.0,Released,5.1,1042.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1592596933725026,False,5314.2,"todman, simon, lemasters productions",warner bros.,1,0.30649812352941175
2591,0.0,11000000.0,2105,tt0163651,en,american pie,"at a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. but they still believe that they need to do so before college. to motivate themselves, they enter a pact to all ""score."" by their senior prom.",8.62,1999-07-09,235483004,95.0,Released,6.4,2358.0,American Pie Collection,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5667804087608745,False,15091.2,universal pictures,summit entertainment,1,20.40754581818182
2594,0.0,24000000.0,10208,tt0158811,en,muppets from space,"when gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the muppets to spring into action. it's hard to believe gonzo's story at first, but kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",7.531668,1999-07-14,16290976,87.0,Released,5.8,94.0,The Muppet Collection,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.7671380243747892,False,545.1999999999999,columbia pictures,"jim henson company, the",1,-0.32120933333333335
2595,0.0,60000.0,2667,tt0185937,en,the blair witch project,"in october of 1994 three student filmmakers disappeared in the woods near burkittsville, maryland, while shooting a documentary. a year later their footage was found.",8.62,1999-07-14,248000000,81.0,Released,6.3,1090.0,Blair Witch Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9832682118314984,False,6867.0,artisan entertainment,haxan films,1,50.0
2597,0.0,65000000.0,345,tt0120663,en,eyes wide shut,"after dr. bill hartford's wife, alice, admits to having sexual fantasies about a man she met, bill becomes obsessed with having a sexual encounter. he discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",8.62,1999-07-14,162091208,159.0,Released,7.1,1266.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.721973713597317,False,8988.6,hobby films,pole star,1,1.4937108923076923
2598,0.0,27000000.0,9825,tt0139414,en,lake placid,"when a man is eaten alive by an unknown creature, the local game warden teams up with a paleontologist from new york to find the beast. add to the mix an eccentric philanthropist with a penchant for ""crocs"", and here we go! this quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",8.62,1999-07-15,56870414,82.0,Released,5.5,251.0,Lake Placid Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8082934952475118,False,1380.5,fox 2000 pictures,phoenix pictures,1,1.1063116296296296
2599,0.0,6000000.0,16158,tt0161100,en,the wood,"in the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class african-american neighborhood of inglewood, california. flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",4.414077,1999-07-16,25059640,106.0,Released,7.1,34.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24824615975878117,False,241.39999999999998,mtv films,no producer,1,3.176606666666667
2601,0.0,30000000.0,620,tt0087332,en,ghostbusters,"after losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. an ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",8.62,1984-06-07,295212467,107.0,Released,7.3,2431.0,Ghostbusters Collection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1901817839582582,True,17746.3,columbia pictures corporation,delphi films,1,8.840415566666668
2602,0.0,37000000.0,2978,tt0097428,en,ghostbusters ii,"five years after they defeated gozer, the ghostbusters are out of business. when dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save new york city from a new paranormal threat.",8.62,1989-06-15,215394738,108.0,Released,6.3,1131.0,Ghostbusters Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2455531945411384,False,7125.3,columbia pictures corporation,no producer,1,4.821479405405405
2603,0.0,10000000.0,10490,tt0157503,en,drop dead gorgeous,"in a small minnesota town, the annual beauty pageant is being covered by a tv crew. former winner gladys leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. as the leemans are the richest family in town, the police are pretty relaxed about it all. despite everything, main rival (but sweet) amber atkins won't give up without a fight.",6.396767,1999-07-23,10571408,98.0,Released,6.5,88.0,independent Movie,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5782450951725391,False,572.0,new line cinema,capella international,1,0.0571408
2604,0.0,80000000.0,11618,tt0171363,en,the haunting,"dr. david marrow invites nell vance, and theo and luke sanderson to the eerie and isolated hill house to be subjects for a sleep disorder study. the unfortunate guests discover that marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",8.62,1999-07-23,91188905,113.0,Released,5.2,374.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.006140879730944,False,1944.8,dreamworks,roth-arnold productions,1,0.1398613125
2606,0.0,450000.0,1812,tt0162710,en,trick,"the misadventures of two young gay men, trying to find a place to be alone, one night in manhattan. gabriel, an aspiring writer of broadway musicals, meets mark, a muscled stripper, who picks him up on the subway. they spend the night trying to find somewhere to be alone... forced to contend with gabriel's selfish roommate, his irritating best friend, and a vicious, jealous drag queen in a gay dance club. the sun rises on a promising new relationship. trick is a 1999 american independent gay-themed romantic comedy directed by jim fall. trick appeared at the sundance and berlin film festivals in 1999. filming was completed in less than three weeks in august 1998.",2.493289,1999-07-23,2049595,89.0,Released,6.7,24.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,-0.07144980640613688,False,160.8,fine line features,no producer,1,3.5546555555555557
2607,0.0,60000000.0,8914,tt0149261,en,deep blue sea,"on a remote former submarine refueling facility called aquatica, a team of scientists are searching for a cure for alzheimer's disease. dr. susan mcalester genetically engineers three mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimer's. unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",7.493615,1999-07-28,73648228,105.0,Released,5.6,616.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.7608044828280524,False,3449.6,village roadshow pictures,warner bros.,1,0.22747046666666668
2608,0.0,68000000.0,9824,tt0132347,en,mystery men,"when captain amazing (kinnear) is kidnapped by casanova frankenstein (rush) a group of superheroes combine together to create a plan. but these aren't normal superheroes. now, the group who include such heroes as mr. furious (stiller), the shoveller (macy) and the blue raja (azaria) must put all the powers together to save everyone they know and love.",8.62,1999-08-06,29762011,121.0,Released,5.7,255.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.255579190580681,False,1453.5,universal pictures,dark horse entertainment,1,-0.5623233676470588
2609,0.0,70000000.0,4806,tt0163187,en,runaway bride,"ike graham, new york columnist, writes his text always at the last minute. this time, a drunken man in his favourite bar tells ike about maggie carpenter, a woman who always flees from her grooms in the last possible moment. ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",8.62,1999-07-30,309457509,116.0,Released,5.8,472.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9981236310839311,False,2737.6,paramount pictures,lakeshore entertainment,1,3.4208215571428573
2613,0.0,12000000.0,967,tt0054331,en,spartacus,spartacus is a 1960 american historical drama film directed by stanley kubrick and based on the novel of the same name by howard fast about the historical life of spartacus and the third servile war. the film stars kirk douglas as the rebellious slave spartacus who leads a violent revolt against the decadent roman empire. the film was awarded four oscars and stands today as one of the greatest classics of the sword and sandal genre.,8.62,1960-10-06,60000000,197.0,Released,7.3,472.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3627782052183397,False,3445.6,bryna productions,universal international pictures (ui),1,4.0
2614,0.0,2000000.0,802,tt0056193,en,lolita,"humbert humbert is a middle-aged british novelist who is both appalled by and attracted to the vulgarity of american culture. when he comes to stay at the boarding house run by charlotte haze, he soon becomes obsessed with lolita, the woman's teenaged daughter.",8.62,1962-06-13,9250000,153.0,Released,7.3,409.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1032844214086224,False,2985.7,seven arts productions,allied artists,1,3.625
2615,0.0,11000000.0,3175,tt0072684,en,barry lyndon,"in the eighteenth century, in a small village in ireland, redmond barry is a young farm boy in love with his cousin nora brady. when nora engages to the british captain john quin, barry challenges him for a duel of pistols. he wins and escapes to dublin, but is robbed on the road. without any other alternative, barry joins the british army to fight in the seven years war.",8.62,1975-12-18,20000000,184.0,Released,7.7,521.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.844304288496676,False,4011.7000000000003,hawk films,warner bros.,3,0.8181818181818182
2618,0.0,1884000.0,21185,tt0096378,en,vibes,"medium sylvia pickel and psychometrist nick deezy meet at a psychic research facility in new york. not long after, they're contacted by harry buscafusco, who offers them $50,000 to find his lost son in south america, in the heart of incan territory where they discover an ancient mystical secret, and each other.",7.368928,1988-08-05,1883811,99.0,Released,6.0,10.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7400515778051112,False,60.0,imagine entertainment,columbia pictures corporation,1,-0.00010031847133757961
2620,0.0,25000000.0,10136,tt0091129,en,the golden child,"a detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. he battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses tibet to obtain a sacred dagger.",8.236472,1986-12-12,79817939,94.0,Released,5.6,311.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.884445606334328,False,1741.6,paramount pictures,no producer,3,2.19271756
2624,0.0,15000000.0,873,tt0088939,en,the color purple,"an epic tale spanning forty years in the life of celie (whoopi goldberg), an african-american woman living in the south who survives incredible abuse and bigotry.  after celie's abusive father marries her off to the equally debasing ""mister"" albert johnson (danny glover), things go from bad to worse, leaving celie to find companionship anywhere she can.  she perseveres, holding on to her dream of one day being reunited with her sister in africa.  based on the novel by alice walker.",8.62,1985-12-18,146292009,154.0,Released,7.7,345.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.43987088581821,False,2656.5,amblin entertainment,the guber-peters company,1,8.7528006
2628,0.0,2000000.0,108312,tt0091613,en,native son,"in 1940s chicago, a young black man takes a job as a chauffeur to a white family, which takes a turn for the worse when he accidentally kills the teenage daughter of the couple and then tries to cover it up.",0.910047,1986-12-24,1301121,111.0,Released,2.0,2.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3349646143198041,False,4.0,american playhouse,cinétudes films,1,-0.3494395
2630,0.0,24500000.0,11416,tt0091530,en,the mission,"jeremy irons plays a spanish jesuit who goes into the south american wilderness to build a mission in the hope of converting the indians of the region. robert deniro plays a slave hunter who is converted and joins irons in his mission. when spain sells the colony to portugal, they are forced to defend all they have built against the portugese aggressors.",8.62,1986-09-29,17218023,126.0,Released,7.1,295.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.3846848723625846,False,2094.5,goldcrest films international,amlf,4,-0.29722355102040815
2631,0.0,25000000.0,10776,tt0091419,en,little shop of horrors,"seymour krelborn is a nerdy orphan working at mushnik's, a flower shop in urban skid row. he harbors a crush on fellow co-worker audrey fulquard, and is berated by mr. mushnik daily. one day as seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls audrey ii. the plant seems to have a craving for blood and soon begins to sing for his supper.",7.409179,1986-12-19,38748395,94.0,Released,6.7,389.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7467509544849448,False,2606.3,the geffen company,warner bros.,1,0.5499358
2644,0.0,13000000.0,16406,tt0144168,en,dick,"comedy about two high school girls who wander off during a class trip to the white house and meet president richard nixon. they become the official dog walkers for nixon's dog checkers, and become his secret advisors during the watergate scandal.",3.960622,1999-08-04,27500000,94.0,Released,5.7,67.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1727731068568925,False,381.90000000000003,columbia pictures,no producer,2,1.1153846153846154
2646,0.0,70000000.0,10386,tt0129167,en,the iron giant,"in the small town of rockwell, maine in october 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",8.62,1999-08-06,23159305,86.0,Released,7.6,1470.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0836436855448786,False,11172.0,warner bros. animation,no producer,1,-0.6691527857142857
2647,0.0,40000000.0,745,tt0167404,en,the sixth sense,"a psychological thriller about an eight year old boy named cole sear who believes he can see into the world of the dead. a child psychologist named malcolm crowe comes to cole to help him deal with his problem, learning that he really can see ghosts of dead people.",8.62,1999-08-06,672806292,107.0,Released,7.7,3223.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5842469558661665,False,24817.100000000002,spyglass entertainment,the kennedy/marshall company,3,15.8201573
2648,0.0,48000000.0,913,tt0155267,en,the thomas crown affair,"a very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",8.62,1999-08-06,124305181,113.0,Released,6.7,349.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3379536783296369,False,2338.3,irish dreamtime,metro-goldwyn-mayer (mgm),1,1.5896912708333333
2656,0.0,25000000.0,17707,tt0120620,en,brokedown palace,"best friends alice and darlene take a trip to thailand after graduating high school. in thailand, they meet a captivating australian man, who calls himself nick parks. darlene is particularly smitten with nick and convinces alice to take nick up on his offer to treat the two of them to what amounts to a day trip to hong kong. in the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",6.570918,1999-08-13,13000000,100.0,Released,6.2,115.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.6072307886502091,False,713.0,twentieth century fox film corporation,fox 2000 pictures,2,-0.48
2657,0.0,6500000.0,9781,tt0165710,en,detroit rock city,"in 1978, a kiss concert was an epoch-making event. for the three teen fans in detroit rock city getting tickets to the sold-out show becomes the focal point of their existence. they'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",6.074832,1999-08-13,4217115,95.0,Released,6.7,102.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5246622318543057,False,683.4,new line cinema,base 12 productions,1,-0.3512130769230769
2663,0.0,6400000.0,48781,tt0113965,en,never talk to strangers,"sarah taylor, a police psychologist, meets a mysterious and seductive young man, tony ramirez, and falls in love with him. as a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls.",7.506958,1995-10-20,6,86.0,Released,4.7,31.0,independent Movie,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7630252918275561,False,145.70000000000002,tristar pictures,no producer,1,-0.9999990625
2665,0.0,350000.0,29056,tt0057449,en,the raven,a magician who has been turned into a raven turns to a former sorcerer for help in this film loosely based on the edgar allen poe poem.,4.817514,1963-01-25,1499275,86.0,Released,6.3,56.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.31539421644264015,False,352.8,alta vista productions,no producer,1,3.283642857142857
2667,0.0,200000.0,28501,tt0055304,en,the pit and the pendulum,"francis barnard goes to spain, when he hears his sister elizabeth has died. her husband nicholas medina, the son of the most brutal torturer of the spanish inquisition, tells him she has died of a blood disease, but francis finds this hard to believe. after some investigating he finds out that it was extreme fear that was fatal to his sister and that she may have been buried alive!",4.392322,1961-08-12,2000000,80.0,Released,6.9,67.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.24462525742915514,False,462.3,alta vista productions,no producer,1,9.0
2674,0.0,6800000.0,10766,tt0077394,en,damien: omen ii,"since the sudden and highly suspicious death of his parents, 12-year-old damien has been in the charge of his wealthy aunt and uncle (lee grant and william holden). widely feared to be the antichrist, damien relentlessly plots to seize control of his uncle's business empire - and the world. meanwhile, anyone attempting to unravel the secrets of damien's sinister past or fiendish future meets with a swift and cruel demise.",8.62,1978-06-09,26518355,107.0,Released,6.1,170.0,The Omen Collection,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2171427006846784,False,1037.0,twentieth century fox film corporation,mace neufeld productions,1,2.899758088235294
2676,0.0,3500000.0,813,tt0080339,en,airplane!,"alcoholic pilot, ted striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. food poisoning decimates the passengers and crew, leaving it up to striker to land the plane with the help of a glue-sniffing air traffic controller and striker's vengeful former air force captain, who must both talk him down.",8.62,1980-07-02,83453539,88.0,Released,7.1,1104.0,Airplane Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6878067427341603,False,7838.4,paramount pictures,no producer,1,22.843868285714287
2678,0.0,22000000.0,9406,tt0118604,en,an american werewolf in paris,an american man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,7.145784,1997-12-25,26570463,105.0,Released,5.3,154.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7029114891155192,False,816.1999999999999,hollywood pictures,cometstone pictures,2,0.2077483181818182
2680,0.0,15000000.0,11153,tt0085995,en,national lampoon's vacation,"clark griswold is on a quest to take his family on a quest to walley world theme park for a vacation, but things don't go exactly as planned.",7.747432,1983-07-28,61399552,98.0,Released,7.1,412.0,National Lampoon's Vacation Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8030497858204081,False,2925.2,warner bros.,no producer,1,3.093303466666667
2682,0.0,18000000.0,2280,tt0094737,en,big,"a young boy, josh baskin makes a wish at a carnival machine to be big. he wakes up the following morning to find that it has been granted and his body has grown older overnight. but he is still the same 13-year-old boy inside. now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. what will he find out about this strange world?",8.62,1988-06-03,151668774,104.0,Released,6.9,1022.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1051150950341595,False,7051.8,gracie films,twentieth century fox film corporation,1,7.426043
2688,0.0,45000000.0,9944,tt0107798,en,the pelican brief,two supreme court justices have been assassinated. one lone law student has stumbled upon the truth. an investigative journalist wants her story. everybody else wants her dead.,8.62,1993-12-16,195268056,141.0,Released,6.3,377.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.9629776601057273,False,2375.1,warner bros.,no producer,1,3.3392901333333334
2691,0.0,13000000.0,10342,tt0133046,en,teaching mrs. tingle,"leanne is salutatorian when she needs to be valedictorian to get her scholarship to harvard. the only class she is worse than the leader in is history, taught by mrs. tingle, and the teacher hates her. when an attempt to get ahead in mrs. tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games.",8.345784,1999-08-11,8946237,96.0,Released,5.3,94.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.9026394962656582,False,498.2,konrad pictures,dimension films,2,-0.3118279230769231
2692,0.0,45000000.0,10366,tt0176269,en,universal soldier: the return,"luc deveraux, the heroic former universal soldier, is about to be thrown into action once again. when seth (michael jai white), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only luc can stop it. all hell breaks loose as luc battles seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",7.805145,1999-08-05,10667893,82.0,Released,4.2,138.0,Universal Soldier Collection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.8126555378842883,False,579.6,tristar pictures,baumgarten-prophet entertainment,1,-0.7629357111111111
2697,0.0,7000000.0,22314,tt0160401,en,in too deep,a fearless cop is taking on a ruthless crimelord. he knew the risks. he just didn't know how far he would have to go.,1.615319,1999-08-25,14011454,97.0,Released,6.3,18.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.21757913843747664,False,113.39999999999999,suntaur entertainment company,no producer,3,1.0016362857142858
2711,0.0,160000000.0,1911,tt0120657,en,the 13th warrior,"in ad 922, arab courtier, ahmad ibn fadlan accompanies a party of vikings to the barbaric north to combat a terror that slaughters vikings and devours their flesh.",8.62,1999-08-27,61698899,102.0,Released,6.4,524.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.2292350664375777,False,3353.6000000000004,touchstone pictures,no producer,2,-0.61438188125
2712,0.0,75000000.0,2900,tt0138304,en,the astronaut's wife,"when astronaut spencer armacost returns to earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, jillian, more often. gradually, jillian notices that spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. as jillian grows closer to becoming a mother, her suspicions about spencer return. why does it seem as if he's a different person?",8.62,1999-08-26,19598588,109.0,Released,5.5,263.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.9612114158018787,False,1446.5,new line cinema,mad chance,1,-0.7386854933333333
2720,0.0,70000000.0,2162,tt0163579,en,chill factor,a store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. this chemical will kill every living thing once it melts. they have to take the chemical codenamed 'elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,3.062626,1999-09-01,11263966,101.0,Released,5.3,30.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.023310647266228814,False,159.0,warner bros.,morgan creek productions,1,-0.8390862
